Gender,DOB,Degree,Specialization,collegeGPA,GraduationYear,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,1991-07-25,B.Tech/B.E.,computer science & engineering,72.19,2013,0.99,1.0449,1.8543,0.0192,0.0973,120000
m,1992-10-12,B.Tech/B.E.,electronics and communication engineering,64.0,2014,-0.5719,-0.4353,-0.7794,-1.7004,-0.5245,265000
m,1989-05-06,B.Tech/B.E.,computer engineering,62.0,2010,-1.0355,0.5008,1.2525,0.5323,-0.1295,570000
m,1990-11-05,B.Tech/B.E.,computer engineering,61.44,2013,1.2772,0.7119,2.1617,2.9349,0.6721,100000
m,1991-09-28,MCA,computer application,65.5,2014,-1.1644,-0.2871,0.4711,0.0192,0.585,480000
m,1992-02-29,B.Tech/B.E.,information technology,68.0,2013,-1.9629,1.7488,-1.5051,2.0599,1.2528,720000
m,1991-10-01,B.Tech/B.E.,electronics and communication engineering,62.7,2014,1.2772,0.0459,0.3174,-0.3612,-0.8608,380000
m,1993-10-02,B.Tech/B.E.,electronics & telecommunications,76.0,2014,0.99,-0.4536,0.6248,-1.7556,0.6721,200000
m,1991-12-16,B.Tech/B.E.,computer engineering,74.5,2012,0.3555,0.2668,1.2525,0.17983,0.0284,455000
m,1993-04-23,B.Tech/B.E.,information technology,68.0,2013,0.5591,0.0459,-0.2974,0.2727,-1.0524,350000
m,1993-01-12,B.Tech/B.E.,information technology,77.0,2014,0.4155,0.0459,-0.9122,-0.995,0.2889,140000
m,1990-10-31,B.Tech/B.E.,computer science & engineering,74.44,2012,0.3555,-0.7473,-0.4891,-0.9953,-0.8799,460000
f,1993-10-19,B.Tech/B.E.,computer science & engineering,82.0,2014,0.4155,0.5454,0.9322,-0.2344,1.247,315000
m,1991-03-03,B.Tech/B.E.,electronics and electrical engineering,70.3,2017,0.5591,0.8784,1.0859,-0.6147,0.0973,300000
f,1991-12-28,B.Tech/B.E.,information technology,73.0,2013,0.8463,0.0459,0.01,-1.6289,-0.0943,95000
m,1992-03-24,B.Tech/B.E.,information technology,74.74,2014,0.5591,-0.1206,0.01,-1.1218,-0.0943,350000
m,1993-03-15,B.Tech/B.E.,computer science & engineering,67.0,2014,1.1336,0.5454,2.008,0.3995,0.0973,240000
m,1991-08-13,B.Tech/B.E.,computer science & engineering,65.0,2014,-1.4517,-1.1196,-0.6048,0.9066,-0.8608,180000
m,1992-06-18,B.Tech/B.E.,information technology,73.17,2014,-1.4517,0.0459,0.9322,-0.7415,-0.2859,300000
m,1990-03-22,B.Tech/B.E.,computer science & engineering,78.0,2013,0.4155,0.5454,-0.2974,-0.4879,0.8637,800000
m,1989-09-27,B.Tech/B.E.,computer engineering,66.22,2011,0.2009,0.7348,0.5994,1.0024,-0.6035,140000
m,1991-01-22,B.Tech/B.E.,mechanical engineering,91.0,2014,-2.0262,-3.1176,-1.9881,-0.1076,-3.3518,300000
m,1992-07-05,B.Tech/B.E.,computer science & engineering,69.36,2013,-0.3027,-1.9521,-0.6048,1.1601,-1.8189,100000
f,1992-08-12,B.Tech/B.E.,computer science & engineering,75.85,2014,-0.5719,0.8518,0.4906,1.5899,0.1864,300000
m,1990-08-08,B.Tech/B.E.,information technology,68.0,2014,1.5644,1.5444,1.3933,-1.3753,1.0554,180000
m,1989-06-11,B.Tech/B.E.,electronics & instrumentation eng,76.5,2011,-1.0355,1.7488,1.2525,0.5323,1.1343,2300000
f,1993-04-18,B.Tech/B.E.,computer science & engineering,67.0,2014,1.1336,1.0449,1.0859,-2.136,0.8637,120000
m,1991-03-09,B.Tech/B.E.,computer engineering,74.79,2012,0.6646,1.2808,-0.4891,-0.5253,-0.168999999999999,590000
m,1988-08-06,B.Tech/B.E.,other,55.0,2010,0.2009,-0.2793,-0.344,-0.5253,0.3444,110000
m,1992-07-09,B.Tech/B.E.,information technology,72.0,2014,-0.159,0.3789,0.7785,-1.5021,-0.2859,205000
f,1993-10-05,B.Tech/B.E.,computer science & engineering,79.9,2015,-0.159,1.0449,0.4711,-0.8682,0.6721,1800000
m,1988-04-27,MCA,computer application,66.0,2011,-2.1175,-0.2793,0.8171,0.8848,-0.6035,540000
m,1991-07-15,B.Tech/B.E.,electronics and communication engineering,60.0,2012,-0.1082,0.2668,1.1437,1.2374,-0.2875,360000
m,1989-05-04,B.Tech/B.E.,information technology,76.0,2011,-0.2628,-1.8393,0.0914,-1.3478,0.5024,240000
m,1989-05-23,B.Tech/B.E.,computer engineering,72.44,2011,0.2009,0.3448,0.2366,-1.3478,-0.2875,450000
m,1992-04-22,B.Tech/B.E.,electronics & telecommunications,77.0,2014,-0.3027,-0.4536,0.6248,1.4136,-0.0943,310000
m,1993-03-17,B.Tech/B.E.,computer science & engineering,68.0,2014,0.2718,0.2124,-0.6048,-0.4879,0.6721,150000
m,1992-01-01,B.Tech/B.E.,information technology,72.0,2013,-0.159,0.8784,0.01,-1.1218,0.4805,240000
m,1990-04-18,B.Tech/B.E.,electronics and communication engineering,82.53,2012,0.626,0.8128,-1.2148,-0.52527,0.0284,600000
m,1990-04-19,MCA,computer application,83.0,2013,-1.7389,-0.4536,-1.6807,-1.1218,-1.6273,240000
m,1990-07-07,MCA,computer application,81.0,2014,1.2772,1.2114,0.9322,-0.6147,1.247,145000
m,1992-09-08,B.Tech/B.E.,electronics and electrical engineering,80.16,2013,0.2718,0.0459,-0.2974,-1.5021,0.0973,300000
m,1991-07-22,B.Tech/B.E.,electronics and electrical engineering,80.0,2012,-0.7264,0.6178,-0.2714,-0.05527,0.3444,550000
m,1991-09-16,B.Tech/B.E.,information technology,62.0,2013,0.5591,0.2124,0.9322,1.1601,1.4386,110000
f,1993-03-20,B.Tech/B.E.,information technology,69.43,2014,1.5644,0.3789,1.0859,-1.1218,-0.0943,330000
m,1993-07-07,B.Tech/B.E.,electronics & telecommunications,79.98,2014,0.5591,0.5454,-0.1437,-2.3895,1.0554,505000
m,1990-02-01,B.Tech/B.E.,computer engineering,69.0,2012,-0.6491,0.8128,-0.0537,0.0035,-0.2875,335000
m,1988-03-28,B.Tech/B.E.,electronics and communication engineering,75.69,2011,0.0464,-0.1232,-0.9245,-0.2902,-1.3934,395000
m,1986-01-21,M.Tech./M.E.,information technology,75.9,2012,-0.0154,0.3789,0.3174,-0.1076,0.4805,300000
m,1990-08-05,B.Tech/B.E.,computer engineering,69.64,2012,-1.3447,0.8128,0.2366,-1.1128,0.0679,150000
m,1992-03-24,B.Tech/B.E.,electronics and communication engineering,70.24,2013,-0.3027,-0.6201,-1.2196,-0.3612,-0.4776,330000
m,1992-02-05,B.Tech/B.E.,electrical engineering,70.44,2013,0.2718,1.5444,1.7007,-1.8824,1.0554,180000
f,1988-10-02,B.Tech/B.E.,computer engineering,69.98,2011,-0.1082,0.6568,0.2366,-0.0552,0.0284,300000
f,1993-07-25,B.Tech/B.E.,electronics and communication engineering,78.0,2014,-0.159,0.3789,-1.6807,0.9066,-0.6692,200000
f,1990-07-16,B.Tech/B.E.,electronics and electrical engineering,75.16,2013,0.1282,-0.2871,1.2396,-0.3612,-0.8608,105000
f,1991-04-22,B.Tech/B.E.,computer engineering,63.0,2013,0.8192,1.3198,0.3817,-0.9953,0.3444,360000
m,1989-07-24,B.Tech/B.E.,information technology,67.0,2012,-0.5719,-1.0593,1.1074,1.2374,-0.4455,460000
m,1989-03-08,B.Tech/B.E.,electrical engineering,59.0,2011,-0.0154,0.2124,0.6248,0.0192,-0.6692,100000
m,1992-08-03,B.Tech/B.E.,electronics and communication engineering,70.02,2013,1.9953,0.5454,0.1637,0.5262,0.6721,150000
m,1991-03-20,B.Tech/B.E.,electronics and communication engineering,72.0,2013,0.0464,1.5928,-0.6343,-1.671,0.0284,370000
f,1991-07-30,B.Tech/B.E.,computer engineering,75.08,2012,0.2782,0.6568,0.2366,2.2949,-0.7615,180000
m,1992-06-05,B.Tech/B.E.,electronics and communication engineering,65.95,2015,0.2718,0.3789,1.3933,1.1601,0.8637,320000
m,1991-06-06,B.Tech/B.E.,electronics & telecommunications,61.93,2014,-0.159,0.0459,-0.2974,-1.1218,-1.8189,300000
m,1990-03-25,B.Tech/B.E.,electronics and communication engineering,66.5,2012,-0.4173,0.9688,0.672,-1.5828,0.0284,360000
m,1988-11-29,MCA,computer application,64.0,2014,-0.159,0.3789,0.4711,1.4136,-0.2859,105000
m,1990-12-09,B.Tech/B.E.,computer engineering,80.26,2012,-0.880999999999999,0.3448,-1.6502,0.26793,-0.1295,490000
m,1992-08-14,B.Tech/B.E.,electronics and communication engineering,72.0,2013,0.99,-0.6201,-0.4511,0.3995,-1.0524,350000
m,1992-08-13,B.Tech/B.E.,electronics engineering,73.12,2014,-0.0154,1.2114,-0.6048,1.0333,1.4386,180000
m,1991-11-21,B.Tech/B.E.,electronics and communication engineering,72.95,2012,1.2056,1.1248,0.2366,-0.5253,0.0284,150000
m,1990-11-27,B.Tech/B.E.,computer science & engineering,77.7,2013,-1.5953,0.5454,-2.9102,1.794,1.0554,100000
m,1992-08-22,B.Tech/B.E.,electronics & instrumentation eng,66.56,2013,-0.0154,0.5454,-0.2974,-0.8682,-0.0943,335000
m,1989-10-08,B.Tech/B.E.,computer engineering,83.86,2012,-0.4173,0.0328,-2.1219,-1.34787,0.1864,420000
f,1992-02-09,B.Tech/B.E.,computer science & engineering,74.0,2014,1.1336,1.5444,1.547,-1.7556,-0.0943,235000
m,1991-01-14,B.Tech/B.E.,computer science & engineering,62.5,2012,-0.880999999999999,0.1888,-1.5051,0.8848,-0.8799,60000
m,1992-06-06,B.Tech/B.E.,electronics and communication engineering,67.0,2014,-1.7389,-1.2861,-1.6807,1.2869,-1.6273,610000
m,1988-12-03,B.Tech/B.E.,computer engineering,60.13,2010,0.9737,0.6568,-0.344,-1.2303,-0.6035,115000
m,1987-09-09,B.Tech/B.E.,computer engineering,72.6,2010,-0.7264,0.0328,-1.6502,-0.8778,-0.1295,4000000
m,1991-11-09,M.Tech./M.E.,electronics and communication engineering,81.5,2015,-0.0154,0.3789,-0.6048,-1.1218,0.8637,180000
f,1991-08-08,B.Tech/B.E.,information technology,68.66,2012,-1.3447,-1.5273,0.8171,-0.0552,-1.2354,350000
m,1991-01-24,B.Tech/B.E.,electronics & instrumentation eng,89.4,2013,-0.159,0.3789,0.9322,-1.2486,0.2889,250000
m,1992-09-22,B.Tech/B.E.,electronics and electrical engineering,69.93,2014,-0.4463,-0.1206,-0.1437,0.9066,-1.8189,225000
m,1992-03-24,B.Tech/B.E.,computer science & engineering,69.4,2013,0.2718,-0.1206,1.2396,0.2727,0.8637,145000
m,1992-10-04,B.Tech/B.E.,electronics and communication engineering,68.16,2014,1.5644,0.7119,-1.2196,-0.4879,1.4386,265000
m,1992-01-13,B.Tech/B.E.,electronics and communication engineering,65.0,2013,-0.5899,0.7119,0.6248,0.1459,0.6721,205000
f,1993-02-06,B.Tech/B.E.,electronics and communication engineering,70.29,2015,0.1282,-0.4536,0.1637,0.3995,-0.4776,120000
m,1990-08-05,B.Tech/B.E.,information technology,83.9,2013,1.4208,1.0449,0.6248,0.2727,1.247,340000
f,1993-05-17,B.Tech/B.E.,computer science & engineering,83.22,2014,-1.0208,-1.6191,-0.7585,0.3995,0.4805,105000
m,1987-01-18,B.Tech/B.E.,electronics and electrical engineering,80.0,2011,0.6646,-0.2793,-0.0537,1.4724,0.0284,280000
m,1989-01-26,B.Tech/B.E.,computer engineering,62.0,2012,0.3836,-0.9884,-0.2516,0.4041,-0.8045,100000
m,1991-09-05,B.Tech/B.E.,computer science & engineering,73.12,2014,-0.5899,0.0459,1.2396,0.2727,-0.4776,200000
f,1991-08-27,B.Tech/B.E.,computer science & engineering,82.2,2014,-0.3027,0.5454,0.7785,0.1459,-0.0943,305000
m,1989-07-03,B.Tech/B.E.,computer science & engineering,70.26,2012,0.2009,-0.6693,0.2729,1.2374,-0.4455,120000
m,1988-05-24,MCA,computer application,75.0,2011,-0.1082,0.3448,1.2525,0.7673,0.3444,505000
m,1992-06-05,B.Tech/B.E.,computer science & engineering,67.0,2014,-1.7389,0.0459,-1.8344,-0.7415,-0.8608,300000
f,1992-09-08,B.Tech/B.E.,electronics and communication engineering,77.4,2014,0.99,1.5444,-0.6048,-0.4879,0.4805,325000
m,1992-01-04,B.Tech/B.E.,computer science & engineering,66.0,2013,0.4155,0.5454,0.9322,-0.6147,0.8637,1500000
f,1991-01-21,B.Tech/B.E.,computer engineering,76.16,2012,-0.4173,1.0858,-0.2714,-0.407769999999999,0.0284,820000
m,1991-03-25,B.Tech/B.E.,electronics and communication engineering,63.0,2013,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,305000
m,1992-08-20,B.Tech/B.E.,electronics and communication engineering,73.0,2014,-2.0262,0.3789,-1.2196,0.3995,0.6721,180000
m,1991-09-28,B.Tech/B.E.,information technology,59.9,2014,0.8463,-0.2871,0.01,0.2727,0.0973,120000
m,1989-08-02,B.Tech/B.E.,information technology,68.16,2011,-1.0355,-1.3713,0.2366,-0.5253,0.0284,240000
m,1990-06-05,B.Tech/B.E.,electronics & telecommunications,58.54,2012,-0.8772,-1.2861,-0.9122,1.9207,0.4805,95000
f,1992-09-28,B.Tech/B.E.,information technology,77.0,2014,-1.0208,0.8784,1.2396,-0.1076,1.6302,300000
f,1991-05-15,B.Tech/B.E.,information science engineering,63.2,2012,-0.5332,-0.1232,-0.0537,1.3255,0.5024,200000
m,1990-08-25,B.Tech/B.E.,mechanical engineering,75.72,2012,0.9737,1.4368,0.0914,-0.43717,-0.4455,415000
m,1993-06-27,B.Tech/B.E.,electronics and electrical engineering,65.4,2014,0.8463,1.2114,0.3174,-1.6289,-0.2859,110000
m,1990-04-28,B.Tech/B.E.,mechanical engineering,74.43,2013,1.4208,1.0449,1.2396,0.5262,1.247,210000
m,1991-02-24,MCA,computer application,75.96,2014,0.1282,0.0459,1.8543,-0.1076,0.4805,120000
m,1988-12-20,B.Tech/B.E.,electronics and communication engineering,82.1,2011,-1.8083,-0.4353,0.672,-1.3478,-0.9194,700000
f,1989-08-22,M.Tech./M.E.,mechatronics,83.5,2014,-1.5953,-1.1196,-1.0659,-1.2486,-0.2859,350000
f,1993-07-21,B.Tech/B.E.,computer engineering,79.0,2015,1.4208,1.7109,1.2396,0.1459,0.6721,300000
f,1990-12-04,B.Tech/B.E.,information technology,74.0,2012,0.2782,0.8128,0.5269,-0.34897,-0.6035,240000
f,1992-04-04,B.Tech/B.E.,computer science & engineering,77.0,2014,0.5591,1.2114,-0.6048,-0.4879,1.6302,310000
m,1990-08-28,B.Tech/B.E.,computer engineering,61.2,2012,1.4374,1.9048,0.9623,0.4442,0.5024,490000
m,1992-04-30,B.Tech/B.E.,electronics and communication engineering,74.0,2014,0.8463,1.0449,0.7785,-2.643,0.2889,330000
m,1989-01-19,B.Tech/B.E.,computer engineering,75.57,2011,0.51,1.2808,0.0914,-0.7603,0.5024,650000
m,1988-09-17,B.Tech/B.E.,information technology,55.6,2010,-1.4992,0.9688,-0.6343,-0.2902,-1.7093,755000
m,1990-04-15,B.Tech/B.E.,electronics and communication engineering,65.0,2011,0.51,-0.7473,0.672,-0.7603,0.0284,600000
m,1989-07-08,B.Tech/B.E.,electronics and communication engineering,87.5,2011,0.3555,0.3448,0.672,-1.1128,-0.1295,250000
m,1991-02-07,B.Tech/B.E.,information technology,63.2,2013,-0.3027,-1.9521,-0.6048,0.653,-0.0943,335000
m,1992-01-17,B.Tech/B.E.,computer engineering,62.0,2013,1.2772,0.5454,1.8543,-0.995,0.0973,350000
f,1990-07-22,B.Tech/B.E.,computer engineering,74.0,2012,0.9737,1.1248,-1.2148,-1.4066,-1.0774,200000
f,1992-03-13,B.Tech/B.E.,information technology,76.6,2014,-1.1644,-0.2871,-1.6807,0.3995,-1.6273,150000
f,1988-04-27,B.Tech/B.E.,electronics and communication engineering,74.0,2010,-0.2628,0.5008,-0.1988,-1.4653,0.0284,680000
m,1991-04-13,B.Tech/B.E.,electronics and electrical engineering,73.25,2012,0.99,-0.7866,0.1637,1.0333,0.2889,200000
m,1992-05-13,B.Tech/B.E.,electronics and communication engineering,62.1,2014,-0.4463,0.0459,0.9322,-1.8824,0.4805,320000
f,1992-01-07,B.Tech/B.E.,electronics and electrical engineering,67.0,2013,0.8463,0.7119,0.01,-2.2627,1.0554,315000
f,1992-04-07,B.Tech/B.E.,information technology,77.26,2014,0.2718,-0.2871,-1.6807,-0.2344,-0.4776,275000
m,1989-12-01,B.Tech/B.E.,information technology,55.89,2011,-0.4173,0.6568,-0.0537,-0.9953,-1.8673,470000
m,1992-04-17,B.Tech/B.E.,computer science & engineering,65.33,2014,0.2718,0.2124,-0.1437,0.2727,-0.8608,330000
m,1992-09-10,B.Tech/B.E.,electronics and communication engineering,66.72,2014,-0.0154,-0.2871,-1.527,-0.4879,-2.2021,250000
f,1991-05-19,B.Tech/B.E.,electronics & telecommunications,80.0,2013,1.4208,0.3789,1.0859,-0.6147,0.8637,400000
m,1992-07-29,B.Tech/B.E.,information technology,66.0,2013,0.5591,0.7119,0.3174,0.3995,1.0554,120000
m,1991-04-03,B.Tech/B.E.,automobile/automotive engineering,70.09,2013,-0.3027,0.8784,0.6248,1.1601,1.0554,130000
m,1990-07-02,B.Tech/B.E.,mechanical engineering,61.0,2013,-0.4463,-0.1206,-1.0659,-0.1076,-0.0943,240000
f,1991-05-01,B.Tech/B.E.,computer engineering,63.25,2012,0.2009,0.9688,-1.7954,-0.4078,0.5419,100000
m,1989-01-05,B.Tech/B.E.,electronics and instrumentation engineering,66.74,2011,-1.0355,-0.4353,-2.6662,-0.7603,0.3444,650000
m,1990-10-09,B.Tech/B.E.,electrical engineering,64.8,2014,1.8517,0.0459,-0.7585,-2.136,-0.4776,240000
f,1992-10-02,B.Tech/B.E.,electronics and communication engineering,75.04,2014,-0.3027,-0.6201,-3.525,-0.2344,-1.4356,300000
m,1992-07-10,B.Tech/B.E.,mechanical engineering,66.0,2015,-3.1752,-0.1206,0.4711,1.6672,0.4805,95000
m,1990-05-25,B.Tech/B.E.,electronics and communication engineering,78.96,2012,1.4374,1.9048,1.2525,-0.26087,0.8183,240000
m,1991-10-20,B.Tech/B.E.,electronics and communication engineering,96.9,2013,1.5644,0.7119,0.4711,-0.3612,0.2889,800000
m,1992-08-27,B.Tech/B.E.,mechanical engineering,66.0,2014,-0.3027,-1.4526,-0.2974,1.2869,-1.4356,145000
f,1990-09-01,B.Tech/B.E.,information technology,65.0,2012,-0.7264,-0.4353,-1.2511,1.58992999999999,-0.9194,420000
f,1989-07-16,MCA,computer application,64.67,2013,-1.1644,-0.1206,-0.2974,-1.2486,0.8637,160000
m,1985-04-14,B.Tech/B.E.,computer engineering,60.65,2011,-0.4595,0.0328,-1.7083,0.2759,0.7657,240000
f,1992-08-19,B.Tech/B.E.,computer science & engineering,80.35,2014,0.1282,0.7119,0.4711,-1.3753,-0.2859,300000
f,1988-12-01,B.Tech/B.E.,information technology,83.9,2010,-1.3447,-1.2153,-0.6343,-0.2902,-1.0774,530000
m,1990-10-18,B.Tech/B.E.,electronics engineering,61.0,2012,-1.308,-0.2871,-0.6048,0.2727,-1.244,405000
f,1990-07-07,B.Tech/B.E.,information technology,81.0,2012,-0.0154,0.7119,-0.7585,1.0333,0.4805,90000
m,1991-01-05,B.Tech/B.E.,computer science & engineering,68.0,2013,0.2718,0.5454,-0.4511,-0.7415,-0.2859,200000
m,1992-01-19,B.Tech/B.E.,electronics and communication engineering,81.0,2013,0.8463,0.8784,1.0859,-0.4879,0.6721,350000
m,1992-10-23,B.Tech/B.E.,computer science & engineering,71.0,2014,-0.0154,1.2114,1.0859,-1.5021,0.2889,340000
m,1992-01-08,B.Tech/B.E.,electronics and electrical engineering,74.96,2013,-0.4173,0.1498,-0.598,0.6498,0.1864,215000
m,1993-06-12,B.Tech/B.E.,electronics and communication engineering,74.5,2014,0.99,0.7119,1.2396,-1.6289,1.0554,280000
f,1990-07-20,B.Tech/B.E.,information technology,80.7,2011,0.3555,1.1248,0.672,0.5323,1.4502,240000
m,1992-09-24,B.Tech/B.E.,computer science & engineering,67.6,2013,0.4155,0.2124,-0.2974,-1.3753,-0.2859,325000
m,1986-04-18,MCA,computer application,66.35,2013,-0.7335,-0.4536,0.4711,0.2727,0.4805,320000
m,1992-09-04,B.Tech/B.E.,electronics and electrical engineering,65.12,2013,-0.3027,0.2124,-2.2954,-0.995,-0.8608,240000
m,1992-03-11,B.Tech/B.E.,electronics and communication engineering,81.56,2013,-0.4463,0.3789,1.547,-0.6147,0.2889,180000
m,1989-04-11,B.Tech/B.E.,electronics and communication engineering,73.46,2012,0.1282,-0.4536,-1.2196,-1.2486,-2.0105,245000
m,1990-11-12,B.Tech/B.E.,computer science & engineering,85.3,2013,0.2718,0.7119,0.3174,-0.8682,0.0973,335000
m,1988-06-14,B.Tech/B.E.,computer science & engineering,72.0,2011,0.2009,0.1888,-0.9245,0.0623,-0.2875,400000
m,1989-06-08,B.Tech/B.E.,information technology,63.1,2011,-0.2628,0.3448,0.3817,-1.1128,-1.0774,240000
f,1992-09-13,B.Tech/B.E.,information technology,71.0,2014,0.4155,0.0459,0.01,0.2727,0.0973,300000
m,1989-09-06,MCA,computer application,79.1,2013,-1.7389,-2.1186,-2.2954,0.0192,-1.8189,170000
m,1991-01-07,B.Tech/B.E.,computer science & engineering,74.0,2012,-0.4463,-0.1206,-0.4511,0.653,-0.2859,180000
m,1987-08-23,B.Tech/B.E.,information technology,67.98,2010,-0.7264,1.1248,0.0914,2.53,0.8183,425000
m,1991-07-29,B.Tech/B.E.,information technology,75.4,2012,0.5591,0.2124,0.01,-0.1076,-0.2859,480000
m,1993-01-15,B.Tech/B.E.,information technology,68.0,2014,-1.1644,0.0459,-0.6048,-1.2486,-1.0524,180000
m,1991-01-16,B.Tech/B.E.,electronics and communication engineering,76.91,2012,-2.272,-0.4353,-0.344,2.4125,0.1864,140000
f,1992-08-24,B.Tech/B.E.,electronics and communication engineering,67.2,2014,0.7027,0.5454,0.9322,0.7798,0.4805,150000
m,1989-11-20,B.Tech/B.E.,electronics and communication engineering,64.19,2012,-1.0135,-0.2793,-0.1988,0.7493,-0.2875,345000
m,1992-11-13,B.Tech/B.E.,electronics and communication engineering,60.3,2014,1.2772,-0.1206,0.01,-0.6147,-0.8608,300000
m,1988-11-08,B.Tech/B.E.,mechanical engineering,75.45,2011,1.9011,0.8128,0.2366,-1.8179,-1.5513,440000
f,1992-07-01,B.Tech/B.E.,electronics and communication engineering,85.0,2013,-0.4463,-0.1206,0.6248,1.2869,1.0554,180000
m,1990-08-25,B.Tech/B.E.,computer science & engineering,66.6,2012,1.4208,0.5454,0.7785,-2.2627,-0.0943,190000
m,1990-02-28,B.Tech/B.E.,electronics and communication engineering,66.66,2011,0.8192,-0.1232,-0.9245,-0.0552,1.1343,240000
m,1990-09-18,B.Tech/B.E.,information technology,79.0,2012,-0.2628,0.0328,-1.4688,1.9424,-1.3934,445000
f,1989-12-07,B.Tech/B.E.,electronics and communication engineering,77.0,2011,-0.1082,-0.4353,-0.6343,0.7673,1.2923,500000
m,1988-12-19,B.Tech/B.E.,information technology,68.75,2011,-1.3447,0.5008,-1.3599,1.4724,-0.6035,410000
f,1992-08-09,B.Tech/B.E.,electrical engineering,68.5,2012,0.4155,-0.2871,-0.4511,0.7798,-0.0943,215000
m,1993-07-02,B.Tech/B.E.,computer science & engineering,67.2,2014,0.1282,0.5454,0.01,-1.5021,-0.0943,600000
m,1992-12-21,B.Tech/B.E.,information technology,74.3,2014,1.4208,0.7119,-0.2974,-1.6289,-0.2859,350000
m,1993-01-15,B.Tech/B.E.,mechanical engineering,74.36,2014,0.8463,-0.6201,0.6248,0.3995,1.4386,300000
m,1990-04-06,B.Tech/B.E.,computer engineering,72.0,2012,-0.2628,-0.5523,-0.598,0.0623,-0.1295,180000
f,1988-01-20,MCA,computer application,85.4,2012,0.1623,1.4368,0.672,-0.2609,-0.1295,120000
m,1990-07-30,B.Tech/B.E.,mechanical engineering,59.5,2012,-0.4173,0.3448,-1.2148,-0.2902,-0.7615,390000
f,1991-06-14,B.Tech/B.E.,computer science & engineering,85.5,2012,0.5591,-0.1206,-0.1437,-0.1076,-0.8608,175000
f,1990-02-05,B.Tech/B.E.,electronics and electrical engineering,63.0,2012,-1.3447,-0.2012,0.4906,-0.407769999999999,-1.0774,305000
m,1991-10-06,B.Tech/B.E.,civil engineering,67.8,2014,-0.5899,0.2124,0.3174,1.0333,-0.8608,405000
m,1991-03-06,B.Tech/B.E.,computer engineering,71.0,2013,1.5644,1.2114,0.6248,0.3995,0.8637,350000
f,1991-07-14,B.Tech/B.E.,electronics and communication engineering,71.0,2013,0.8463,0.3789,1.0859,-1.7556,-0.0943,325000
f,1990-11-04,B.Tech/B.E.,electronics and electrical engineering,90.44,2012,1.2828,1.2028,-0.7068,-0.6428,0.5024,340000
f,1992-05-19,B.Tech/B.E.,computer science & engineering,79.6,2013,0.5591,1.0449,0.4711,-1.7556,0.0973,325000
m,1988-12-19,B.Tech/B.E.,information technology,58.7,2012,1.2056,1.4368,1.9782,1.9424,0.0284,240000
m,1990-10-12,B.Tech/B.E.,computer science & engineering,69.02,2013,-0.8772,-2.1186,0.1637,0.653,-3.3518,200000
m,1992-02-12,B.Tech/B.E.,information technology,76.9,2014,0.7027,1.0449,-0.6048,-0.2344,0.2889,265000
f,1991-10-06,B.Tech/B.E.,electronics and communication engineering,77.4,2014,0.7027,0.5454,0.7785,0.0192,-0.4776,220000
m,1991-05-15,B.Tech/B.E.,computer engineering,60.2,2013,-0.5899,1.0449,-1.3733,-0.995,-0.4776,335000
m,1991-08-12,B.Tech/B.E.,computer science & engineering,73.0,2014,-0.159,0.3789,-1.527,0.2727,0.8637,325000
m,1989-07-24,B.Tech/B.E.,computer engineering,70.0,2011,-0.4173,0.8128,-0.344,0.4148,0.3444,240000
m,1992-01-18,B.Tech/B.E.,automobile/automotive engineering,64.8,2013,0.7027,0.8784,0.4711,-1.5021,0.0973,380000
m,1991-02-01,B.Tech/B.E.,electronics and communication engineering,89.2,2012,-0.4173,0.6568,0.5269,0.8848,-0.1295,415000
m,1988-07-31,B.Tech/B.E.,mechanical engineering,69.11,2010,-0.1082,1.1248,-0.1988,0.0623,0.3444,350000
m,1989-12-06,B.Tech/B.E.,computer engineering,78.5,2011,-0.1082,0.9688,0.8171,-0.8778,0.3444,480000
m,1989-05-28,MCA,computer application,79.6,2012,1.2828,0.5008,-0.7794,-1.23027,-0.1521,560000
m,1993-12-25,B.Tech/B.E.,computer science & engineering,65.66,2014,-1.8825,-2.2851,-1.8344,0.1459,-1.4356,165000
m,1987-09-01,B.Tech/B.E.,electronics & instrumentation eng,80.0,2010,-0.1082,-0.7473,-0.4891,-0.4078,-0.6035,350000
m,1990-01-26,B.Tech/B.E.,electronics and communication engineering,81.02,2012,-0.7264,-0.9033,-0.4891,-0.1727,-1.3539,500000
m,1988-04-04,B.Tech/B.E.,information technology,70.0,2011,-2.8903,0.6568,-0.1988,0.4148,-1.0774,605000
m,1992-11-04,B.Tech/B.E.,information technology,74.0,2013,-1.1901,0.0328,-0.0537,0.6498,-0.643,320000
m,1991-07-14,B.Tech/B.E.,computer science & engineering,69.53,2013,-0.0154,-0.6201,0.3174,1.2869,0.2889,100000
m,1987-11-17,MCA,computer application,65.0,2011,-2.1175,-0.4353,-0.9245,-1.2303,-1.0774,180000
m,1990-11-16,B.Tech/B.E.,electronics and communication engineering,76.0,2013,1.5644,0.8784,-0.9122,-2.643,-1.8189,315000
m,1988-05-31,B.Tech/B.E.,electronics and communication engineering,76.6,2011,0.6646,-0.7473,-1.5051,1.1199,-0.1295,490000
f,1991-07-19,B.Tech/B.E.,computer science & engineering,72.0,2014,-1.1644,-0.4536,0.4711,-1.6289,0.8637,340000
